id, username, display_name, created_at, channel_type, country, uploads, subscribers, views, grade
UCpYye8D5fFMUPf9nSfgd4bA, pYye8D5fFMUPf9nSfgd4bA, BabyBus - Nursery Rhymes, 2016-07-15, educationUnited States, 1583, 24600000, 18783647680, N/A
UCBNs31xysxpAGMheg8OrngA, Lady16makeup, Yuya, 2009-09-20, howtoMexico, 667, 24600000, 2536737028, N/A
UC7eHZXheF8nVOfwB2PEslMw, ashchanchlani, ashish chanchlani vines, 2009-07-06, comedyIndia, 142, 24600000, 3087119373, N/A
UCm3hAp1m1xlAz0ve_EKAo4g, TalkingTomCat, Talking Tom, 2010-07-04, filmUnited States, 309, 24500000, 11774852481, N/A
UCByOQJjav0CUDwxCk-jVNRQ, DrakeOfficial, Drake, 2009-06-05, musicUnited States, 53, 24500000, 9923843305, N/A
UCoGDh1Xa3kUCpok24JN5DKA, Enchufetv, enchufetv, 2011-11-13, comedyColombia, 1556, 24400000, 9494538545, N/A
UCVp3nfGRxmMadNDuVbJSk8A, taylorgangent, Wiz Khalifa, 2008-05-09, musicUnited States, 528, 24400000, 11304911108, N/A
UCaHEdZtk6k7SVP-umnzifmQ, aHEdZtk6k7SVP-umnzifmQ, TheDonato, 2015-02-17, gamesArgentina, 1536, 24400000, 3896364150, N/A
UC0WP5P-ufpRfjbNrmOWwLBQ, xoxxxoooxo, The Weeknd, 2011-02-25, musicCanada, 83, 24400000, 14461796052, N/A
UCRm96I5kmb_iGFofE5N691w, tseriesoldisgold, Bollywood Classics, 2012-04-02, musicIndia, 1904, 24200000, 14341769172, N/A
UCu59yAFE8fM0sVNTipR4edw, mashabearen, Masha and The Bear, 2014-09-17, filmUnited States, 687, 24200000, 11983290510, N/A
UCAW-NpUFkMyCNrvRSSGIvDQ, NinjasHyper, Ninja, 2011-11-11, gamesUnited States, 1345, 24200000, 2414887538, N/A
UCgwv23FVv3lqh567yagXfNg, DisneyMusicVEVO, DisneyMusicVEVO, 2010-05-20, musicUnited States, 1462, 24200000, 17719595275, N/A
UCozAuGJZ5MPoijz8IE_1Gtw, toyoraljanahtv, قناة طيور الجنة | toyoraljanahtv, 2008-11-24, musicJordan, 2956, 24000000, 21769491870, N/A
UC5c9VlYTSvBSCaoMu_GI6gQ, 5c9VlYTSvBSCaoMu_GI6gQ, Total Gaming, 2018-10-09, gamesIndia, 1323, 24100000, 3642395948, N/A
UCw8ZhLPdQ0u_Y-TLKd61hGA, w8ZhLPdQ0u_Y-TLKd61hGA, 1MILLION Dance Studio, 2015-02-06, entertainmentKorea, 2611, 23900000, 6486198870, N/A
UCwD4x63A9KC7Si2RuSfg-SA, TwiNboTzVids, Lucas and Marcus, 2011-01-19, entertainmentUnited States, 751, 23800000, 6223858207, N/A
UCaWd5_7JhbQBe4dknZhsHJg, watchmojo, WatchMojo.com, 2007-01-25, entertainmentCanada, 19717, 23600000, 14568923946, N/A
UCsRM0YB_dabtEPGPTKo-gcw, adelelondon, Adele, 2008-04-04, musicUnited Kingdom, 13, 23400000, 10156674403, N/A
UCAOtE1V7Ots4DjM8JLlrYgg, Theofficialpeppa, Peppa Pig - Official Channel, 2013-10-09, filmUnited States, 915, 23400000, 15429369368, N/A
UCw7xjxzbMwgBSmbeYwqYRMg, Sonypalindia, Sony PAL, 2014-05-09, entertainmentIndia, 14390, 23400000, 15037206819, N/A
UCKL5hAuzgFQsyrsQKgU0Qng, gmanetwork, GMANetwork, 2006-11-20, entertainmentPhilippines, 97214, 23300000, 22143461428, N/A
UC1l7wYrva1qCH-wgqcHaaRg, davidguettavevo, David Guetta, 2009-12-11, musicUnited States, 572, 23100000, 14351234339, N/A
UCNzsYU0aWwjERj-9Y9HUEng, NzsYU0aWwjERj-9Y9HUEng, Little Angel: Nursery Rhymes & Kids Songs, 2015-12-14, entertainmentUnited States, 1068, 23100000, 16238439296, N/A
UCUY6t_N9MyEWu6I0ZXkbtKA, UY6t_N9MyEWu6I0ZXkbtKA, Las Ratitas, 2015-10-18, entertainmentSpain, 205, 23100000, 8497864712, N/A
UC_vcKmg67vjMP7ciLnSxSHQ, _vcKmg67vjMP7ciLnSxSHQ, Amit Bhadana, 2012-10-24, musicIndia, 88, 23000000, 2028918458, N/A
